mfr,ctg,dep,rev,mat,imp_mat,m_retail,land,role,core_dom,imp_kind,core_imp,core,identified,fx
אליאס וקסמן בעמ,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,0.17128977718295976,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
אשבול,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,0.7596995153828677,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
אתי וונטד,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,3.08515333415453,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
מארס ישראל,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,487.0430875838116,0.45,0.85,0.28,0.65,IMP,0.4525,BRAND,0.55,0.55,0.9800038830019567,55.00000000000001
דילר בי.אמ.די,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,13.939443035012228,0.45,0.85,0.28,0.65,IMP,0.4525,MIXED,0.65,0.65,0.9800038830019567,65.0
כרמית,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,31.3130909157519,0.45,0.85,0.28,0.65,DOM,0.4525,,0.65,0.4525,0.9800038830019567,45.25
"לבס ייבוא ושיווק מזון בע""מ",חטיפים מתוקים,בונבוניירות חטיפים מתוקים,3.028037926612785,0.45,0.85,0.28,0.65,IMP,0.4525,TRADER,0.77,0.77,0.9800038830019567,77.0
יצרן לא ידוע,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,1.1172349407988722,0.45,0.85,0.28,0.65,BUCKET,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
הרשיז,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,40.17252313186211,0.45,0.85,0.28,0.65,IMP,0.4525,BRAND,0.55,0.55,0.9800038830019567,55.00000000000001
לואקר,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,50.700665688065584,0.45,0.85,0.28,0.65,IMP,0.4525,BRAND,0.55,0.55,0.9800038830019567,55.00000000000001
סוכניות עמוס,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,3.461144483824463,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
פררו ישראל,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,528.4867075437226,0.45,0.85,0.28,0.65,IMP,0.4525,BRAND,0.55,0.55,0.9800038830019567,55.00000000000001
אסם-נסטלה,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,41.43687782057199,0.45,0.85,0.28,0.65,DOM,0.4525,,0.65,0.4525,0.9800038830019567,45.25
"נטו סחר בע""מ",חטיפים מתוקים,בונבוניירות חטיפים מתוקים,0.039305169512565886,0.45,0.85,0.28,0.65,IMP,0.4525,TRADER,0.77,0.77,0.9800038830019567,77.0
החברה המרכזית למשקאות קלים,בירה לבנה באריזה,בירה לבנה,437.74937771391797,0.35,0.6,0.25,0.65,DOM,0.28,,0.65,0.28,0.9576432941608508,28.000000000000004
טמפו,בירה לבנה באריזה,בירה לבנה,516.4992486725656,0.35,0.6,0.25,0.65,DOM,0.28,,0.65,0.28,0.9576432941608508,28.000000000000004
אנוטקה בעמ,בירה לבנה באריזה,בירה לבנה,9.510016344206223,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.2800336848089794,0.9576432941608508,28.00336848089794
פרוטרי שיווק,בירה לבנה באריזה,בירה לבנה,0.1226211678598563,0.35,0.6,0.25,0.65,DOM,0.28,,0.65,0.28,0.9576432941608508,28.000000000000004
אחים טוירי,בירה לבנה בודד,בירה לבנה,0.3075087552042978,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
איי פוד אינטרנשיונל,בירה לבנה בודד,בירה לבנה,29.50024450480322,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
בני פוזי,בירה לבנה בודד,בירה לבנה,9.284285405461294,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
היכל היין שקד גולן,בירה לבנה בודד,בירה לבנה,1.3171587595973775,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
ויטה פרי הגליל,בירה לבנה בודד,בירה לבנה,1.0284209107110769,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
שוקולד סטאר תעשיות 1996 בעמ,בירה לבנה בודד,בירה לבנה,0.11733094123488003,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
יקבי כרמל,בירה לבנה בודד,בירה לבנה,161.77703362111032,0.35,0.6,0.25,0.65,DOM,0.28,,0.65,0.28,0.8559087445341538,28.000000000000004
ישרקו ישראל,בירה לבנה בודד,בירה לבנה,0.3806638904706351,0.35,0.6,0.25,0.65,IMP,0.28,TRADER,0.77,0.77,0.8559087445341538,77.0
קרפט היינץ,בירה לבנה בודד,בירה לבנה,1.7850958655368474,0.35,0.6,0.25,0.65,IMP,0.28,BRAND,0.55,0.55,0.8559087445341538,55.00000000000001
א. רייס בעמ,בירה לבנה בודד,בירה לבנה,0.014747535791999998,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
סופר אינפיניטי,בירה לבנה בודד,בירה לבנה,0.028427599999999997,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
אינדיה טודיי,בירה לבנה בודד,בירה לבנה,0.5213520954761108,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
ציון תורג'מן,בירה לבנה בודד,בירה לבנה,11.67336467219534,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
"רדקס ייבוא ושיווק בע""מ",בירה לבנה בודד,בירה לבנה,31.914069498919147,0.35,0.6,0.25,0.65,IMP,0.28,TRADER,0.77,0.77,0.8559087445341538,77.0
שופרא כל בעמ,בירה לבנה בודד,בירה לבנה,6.931093340205192,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
י.מ.מ.ק,בעלי כנף קפואים,בשר ועוף קפוא,14.376127762383602,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7634426846391709,0.21196422853232869,76.34426846391709
יצרן לא ידוע,בשר בקר קפוא,בשר ועוף קפוא,15.715950530225683,0.75,0.85,0.27,0.78,BUCKET,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
בלדי,בשר בקר קפוא,בשר ועוף קפוא,157.8782727802963,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.6566047449438644,70.75
תנובה תשלובת המותגים,בשר בקר קפוא,בשר ועוף קפוא,30.007965003408938,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.6566047449438644,70.75
ג. עופר ייצור ושיווק בשר בעמ,בשר בקר קפוא,בשר ועוף קפוא,25.359931251281523,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.6566047449438644,70.75
ג.ת שיווק בן בקר בעמ,בשר בקר קפוא,בשר ועוף קפוא,0.9439530665427271,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
ישראל פלדמן,בשר בקר קפוא,בשר ועוף קפוא,16.56670896682748,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
מאסטרפוד בעמ,בשר בקר קפוא,בשר ועוף קפוא,31.236510677119544,0.75,0.85,0.27,0.78,IMP,0.7075,MIXED,0.78,0.78,0.6566047449438644,78.0
"נטו סחר בע""מ",בשר בקר קפוא,בשר ועוף קפוא,354.20859295484365,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.6566047449438644,85.0
"מעדני מניה בע""מ",בשר בקר קפוא,בשר ועוף קפוא,2.53205693,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
מרבק בעמ,בשר בקר קפוא,בשר ועוף קפוא,0.8788732299999998,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
נחמיה לחוביץ,בשר בקר קפוא,בשר ועוף קפוא,44.88673149538008,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
עוף ירושלים מהדרין בעמ,בשר בקר קפוא,בשר ועוף קפוא,172.76044621230758,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.6566047449438644,70.75
ק.ח בשר חלק בעמ,בשר בקר קפוא,בשר ועוף קפוא,5.901971362832976,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
בלדי,בשר ועוף מעובד,בשר ועוף קפוא,18.859382129615824,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.7693621054125951,70.75
לויתן סחר,בשר ועוף מעובד,בשר ועוף קפוא,3.408045601980771,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.7693621054125951,85.0
"נטו סחר בע""מ",בשר ועוף מעובד,בשר ועוף קפוא,136.61374320959928,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.7693621054125951,85.0
יצרן לא ידוע,בשר ועוף מעובד,בשר ועוף קפוא,24.334821428499986,0.75,0.85,0.27,0.78,BUCKET,0.7075,,0.78,0.7651502936799052,0.7693621054125951,76.51502936799052
עוף ירושלים מהדרין בעמ,בשר ועוף מעובד,בשר ועוף קפוא,104.51496518909623,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.7693621054125951,70.75
עוף עוז תעשיות,בשר ועוף מעובד,בשר ועוף קפוא,5.12240393996698,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.7693621054125951,70.75
ח.י מעדני גורמה בעמ,הודו קפוא,בשר ועוף קפוא,0.09912177998623001,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7462184168409385,0.9154594465703509,74.62184168409385
"מעדני הטלה והעגל בע""מ",כבש קפוא,בשר ועוף קפוא,2.256085987392749,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.9300794860975711,70.75
בלדי,מוצרי בשר על האש,בשר ועוף קפוא,245.71452105950942,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8006947425864428,70.75
תנובה תשלובת המותגים,מוצרי בשר על האש,בשר ועוף קפוא,20.31706757916735,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8006947425864428,70.75
זוגלובק,מוצרי בשר על האש,בשר ועוף קפוא,51.044902068571766,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8006947425864428,70.75
לויתן סחר,מוצרי בשר על האש,בשר ועוף קפוא,26.987632821335307,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.8006947425864428,85.0
מאסטרפוד בעמ,מוצרי בשר על האש,בשר ועוף קפוא,15.366534616892178,0.75,0.85,0.27,0.78,IMP,0.7075,MIXED,0.78,0.78,0.8006947425864428,78.0
"מעדני מניה בע""מ",מוצרי בשר על האש,בשר ועוף קפוא,10.26742539,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7797437885078758,0.8006947425864428,77.97437885078759
נחמיה לחוביץ,מוצרי בשר על האש,בשר ועוף קפוא,6.638088169130841,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7797437885078758,0.8006947425864428,77.97437885078759
"נטו סחר בע""מ",מוצרי בשר על האש,בשר ועוף קפוא,557.1559896626959,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.8006947425864428,85.0
עוף ירושלים מהדרין בעמ,מוצרי בשר על האש,בשר ועוף קפוא,135.0662986724443,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8006947425864428,70.75
נ.ש דלישס בעמ,עוף קפוא,בשר ועוף קפוא,0.14737726627106668,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7485931347851587,0.8254260540516718,74.85931347851587
"מעדני הטלה והעגל בע""מ",עוף קפוא,בשר ועוף קפוא,9.51888903846795,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8254260540516718,70.75
הוד חפר בשר,עוף קפוא,בשר ועוף קפוא,214.8218639526881,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8254260540516718,70.75
מ.ב.גלאט עוף,עוף קפוא,בשר ועוף קפוא,122.74596028107746,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8254260540516718,70.75
מקור הבשר אטיאס,עוף קפוא,בשר ועוף קפוא,2.5182530492639907,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7485931347851587,0.8254260540516718,74.85931347851587
אייס לקו בעמ,גלידות חבילות בית,גלידות ושלגונים,2.8119661114680623,0.4,0.45,0.3,0.62,UNK,0.25,,0.62,0.5224563310088689,0.949781125157367,52.24563310088689
אסם-נסטלה,גלידות חבילות בית,גלידות ושלגונים,273.5959788391465,0.4,0.45,0.3,0.62,DOM,0.25,,0.62,0.25,0.949781125157367,25.0
"גורמן פוד טריידינג בע""מ",גלידות חבילות בית,גלידות ושלגונים,0.4194306778415097,0.4,0.45,0.3,0.62,UNK,0.25,,0.62,0.5224563310088689,0.949781125157367,52.24563310088689
דילר בי.אמ.די,גלידות חבילות בית,גלידות ושלגונים,29.963508679077915,0.4,0.45,0.3,0.62,IMP,0.25,MIXED,0.62,0.62,0.949781125157367,62.0
ריאו,גלידות חבילות בית,גלידות ושלגונים,19.240732310390324,0.4,0.45,0.3,0.62,UNK,0.25,,0.62,0.5224563310088689,0.949781125157367,52.24563310088689
בלדי,דג גלם בשקית,דגים קפואים,35.84266101213175,0.7,0.95,0.27,0.75,DOM,0.7349999999999999,,0.75,0.7349999999999999,0.8454995011758281,73.49999999999999
ג.ת שיווק בן בקר בעמ,דג גלם בשקית,דגים קפואים,1.2361004155925785,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
יצרן לא ידוע,דג גלם בשקית,דגים קפואים,3.438752275989461,0.7,0.95,0.27,0.75,BUCKET,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
ישראל פלדמן,דג גלם בשקית,דגים קפואים,3.5821630943872838,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
מאסטרפוד בעמ,דג גלם בשקית,דגים קפואים,42.1974197111787,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,MIXED,0.75,0.75,0.8454995011758281,75.0
נחמיה לחוביץ,דג גלם בשקית,דגים קפואים,0.07960297707839001,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
"נטו סחר בע""מ",דג גלם בשקית,דגים קפואים,150.77626400396474,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,TRADER,0.85,0.85,0.8454995011758281,85.0
ג. עופר ייצור ושיווק בשר בעמ,דג גלם בשקית,דגים קפואים,2.6453305341354265,0.7,0.95,0.27,0.75,DOM,0.7349999999999999,,0.75,0.7349999999999999,0.8454995011758281,73.49999999999999
שחר שיווק מזון,דג גלם בשקית,דגים קפואים,0.999635436275359,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
תנובה תשלובת המותגים,דג גלם בשקית,דגים קפואים,11.268607345941682,0.7,0.95,0.27,0.75,DOM,0.7349999999999999,,0.75,0.7349999999999999,0.8454995011758281,73.49999999999999
א.ר.ד.י.ו,דגים קפואים בואקום,דגים קפואים,1.9823597337131036,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.7641860974563935,0.6416347899221998,76.41860974563936
"גול סחר בע""מ",דגים קפואים בואקום,דגים קפואים,87.24103332979693,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,TRADER,0.85,0.85,0.6416347899221998,85.0
ד.ר שיווק בעמ,דגים קפואים בואקום,דגים קפואים,264.6590271282989,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,MIXED,0.75,0.75,0.6416347899221998,75.0
דגת הארץ,דגים קפואים בואקום,דגים קפואים,0.26909578602680445,0.7,0.95,0.27,0.75,DOM,0.7349999999999999,,0.75,0.7349999999999999,0.6416347899221998,73.49999999999999
"מעדני הטלה והעגל בע""מ",דגים קפואים בואקום,דגים קפואים,7.41303651344244,0.7,0.95,0.27,0.75,DOM,0.7349999999999999,,0.75,0.7349999999999999,0.6416347899221998,73.49999999999999
הרמס,דגים קפואים בואקום,דגים קפואים,0.23276883999999998,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.7641860974563935,0.6416347899221998,76.41860974563936
ישרקו ישראל,פירות ים קפואים,דגים קפואים,13.017902572200178,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,TRADER,0.85,0.85,0.15003944114321793,85.0
יצרן פרטי,פירות ים קפואים,דגים קפואים,86.73807334,0.7,0.95,0.27,0.75,BUCKET,0.7349999999999999,,0.75,0.7997999443284766,0.15003944114321793,79.97999443284766
"קנקון-יבוא ושיווק בשר, דגים ופירות ים",פירות ים קפואים,דגים קפואים,13.105269481357881,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,TRADER,0.85,0.85,0.15003944114321793,85.0
"אחים טיירי עסקי מזון בע""מ",דגנים,דגנים ודגנים מיוחדים,0.1760888665304705,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
נייצ'ר פאת',דגנים,דגנים ודגנים מיוחדים,2.349425431449717,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
אשבול,דגנים,דגנים ודגנים מיוחדים,14.85726043652788,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
בטר אנד דיפרנט,דגנים,דגנים ודגנים מיוחדים,31.19729350528108,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.9183060278612357,47.5
הרדוף,דגנים,דגנים ודגנים מיוחדים,1.6058504235055802,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
"נטורל קייקס בע""מ",דגנים,דגנים ודגנים מיוחדים,0.5791470322479318,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
אסם-נסטלה,דגנים,דגנים ודגנים מיוחדים,546.0040772090373,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.9183060278612357,47.5
רויאלטי שוויצריה הקטנה,דגנים,דגנים ודגנים מיוחדים,0.13334319475289036,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
ספק כללי,דגנים מיוחדים,דגנים ודגנים מיוחדים,2.7103476796163,0.45,0.9,0.27,0.68,BUCKET,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
כלבו מכבים,דגנים מיוחדים,דגנים ודגנים מיוחדים,1.076654688719288,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.673679657279349,47.5
שקדיה,דגנים מיוחדים,דגנים ודגנים מיוחדים,56.07333491591765,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,BRAND,0.5800000000000001,0.5800000000000001,0.673679657279349,58.00000000000001
ביו פמיליה,דגנים מיוחדים,דגנים ודגנים מיוחדים,0.7221759255339585,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
יוניליוור ישראל,דגנים מיוחדים,דגנים ודגנים מיוחדים,24.72798458084617,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.673679657279349,47.5
ליימן שליסל,דגנים מיוחדים,דגנים ודגנים מיוחדים,11.83031676164952,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,TRADER,0.8,0.8,0.673679657279349,80.0
נייצ'רל אפקט,דגנים מיוחדים,דגנים ודגנים מיוחדים,1.684825079526382,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
סוגת,דגנים מיוחדים,דגנים ודגנים מיוחדים,7.97230133429498,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.673679657279349,47.5
סנטה,דגנים מיוחדים,דגנים ודגנים מיוחדים,28.3543476899379,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
"תומר בע""מ",דגנים מיוחדים,דגנים ודגנים מיוחדים,5.569197629420605,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,MIXED,0.68,0.68,0.673679657279349,68.0
תומר בעמ,דגנים מיוחדים,דגנים ודגנים מיוחדים,0.7194843459816721,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,MIXED,0.68,0.68,0.673679657279349,68.0
קולגייט פלמוליב,דאודורנט לגברים,היגיינה וטיפוח הגוף,133.5242594790395,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.9379465271537525,45.00000000000001
פרוקטר וגמבל,דאודורנט לגברים,היגיינה וטיפוח הגוף,151.05458888530902,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.9379465271537525,45.00000000000001
אלפא חברה לקוסמטיקה,דאודורנט לגברים,היגיינה וטיפוח הגוף,2.5263436208374133,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.40058346037536346,0.9379465271537525,40.058346037536346
קוטי,דאודורנט לגברים,היגיינה וטיפוח הגוף,18.807754536702102,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.40058346037536346,0.9379465271537525,40.058346037536346
הנקל סוד,דאודורנט לגברים,היגיינה וטיפוח הגוף,9.588411434128394,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.9379465271537525,45.00000000000001
"חלאבין תעשיות קוסמטיק בע""מ",דאודורנט נשים,היגיינה וטיפוח הגוף,2.8982577046748936,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.38054476950302135,0.8875838840326326,38.05447695030214
אקוגרין דרך ירוקה בעמ,הגיינה נשית,היגיינה וטיפוח הגוף,2.681071725889697,0.35,0.8,0.32,0.55,UNK,0.35,,0.55,0.4667398125872215,0.9481423000308351,46.67398125872215
ספק כללי,הגיינה נשית,היגיינה וטיפוח הגוף,9.07536681712165,0.35,0.8,0.32,0.55,BUCKET,0.35,,0.55,0.4667398125872215,0.9481423000308351,46.67398125872215
חוגלה קימברלי,היגיינת מבוגרים,היגיינה וטיפוח הגוף,225.58374928766773,0.35,0.8,0.32,0.55,IMP,0.35,BRAND,0.45000000000000007,0.45000000000000007,0.7109769215193257,45.00000000000001
אורגניק זון בעמ,מברשות שיניים,היגיינת הפה,0.27053803419638417,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.465108534117067,0.878522249125633,46.5108534117067
יצרן פרטי,מברשות שיניים,היגיינת הפה,65.06977661615056,0.3,0.8,0.32,0.55,BUCKET,0.31,,0.55,0.465108534117067,0.878522249125633,46.5108534117067
פרודנטל ש.פנדו בע'מ,מברשות שיניים,היגיינת הפה,0.5666236945223894,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.465108534117067,0.878522249125633,46.5108534117067
אופיר את שלפארם תרופות,משחות שיניים,היגיינת הפה,8.6000503217583,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4156536991485299,0.9404873545785759,41.56536991485299
ספק כללי,משחות שיניים,היגיינת הפה,8.107622102466063,0.3,0.8,0.32,0.55,BUCKET,0.31,,0.55,0.4156536991485299,0.9404873545785759,41.56536991485299
וולהד גרמניה,משחות שיניים,היגיינת הפה,1.105522945552511,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4156536991485299,0.9404873545785759,41.56536991485299
סנו,משחות שיניים,היגיינת הפה,73.21775011934406,0.3,0.8,0.32,0.55,DOM,0.31,,0.55,0.31,0.9404873545785759,31.0
כצט נובלוג בעמ,משחות שיניים,היגיינת הפה,12.798788945844784,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4156536991485299,0.9404873545785759,41.56536991485299
כמיפל,שטיפות פה,היגיינת הפה,2.108051021835357,0.3,0.8,0.32,0.55,UNK,0.31,,0.55,0.4341657469644264,0.9390711895192433,43.41657469644264
שסטוביץ,שטיפות פה,היגיינת הפה,23.262203709294,0.3,0.8,0.32,0.55,IMP,0.31,TRADER,0.67,0.67,0.9390711895192433,67.0
ג'נרל מילס,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,209.00657111298665,0.4,0.8,0.28,0.62,IMP,0.39000000000000007,BRAND,0.52,0.52,0.8421011801298316,52.0
שקד תבור,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,18.359633690487197,0.4,0.8,0.28,0.62,DOM,0.39000000000000007,,0.62,0.39000000000000007,0.8421011801298316,39.00000000000001
שקדיה,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,1.5002017365651046,0.4,0.8,0.28,0.62,IMP,0.39000000000000007,BRAND,0.52,0.52,0.8421011801298316,52.0
"טעמן - שיווק מזון בע""מ",חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,1.314058061273531,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
י.איטליאנו אחזקות,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,1.7571067123293567,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
ספק כללי,חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,1.4708377843718408,0.4,0.8,0.28,0.62,BUCKET,0.39000000000000007,,0.62,0.46418432702669865,0.8421011801298316,46.41843270266987
"שטראוס גרופ בע""מ",חטיפי דגנים ופירות למבוגרים,חטיפי דגנים וחלבון,0.41156937205546223,0.4,0.8,0.28,0.62,DOM,0.39000000000000007,,0.62,0.39000000000000007,0.8421011801298316,39.00000000000001
יצרן פרטי,חטיפי דגנים לילדים,חטיפי דגנים וחלבון,1.4028597546016126,0.4,0.8,0.28,0.62,BUCKET,0.39000000000000007,,0.62,0.39426367704334525,0.9865540730442727,39.426367704334524
טיבעית,חטיפי דגנים לילדים,חטיפי דגנים וחלבון,0.023499544021352705,0.4,0.8,0.28,0.62,UNK,0.39000000000000007,,0.62,0.39426367704334525,0.9865540730442727,39.426367704334524
אדיר ר.י סחר,חטיפי חלבון,חטיפי דגנים וחלבון,2.1107902498445337,0.55,0.12,0.28,0.62,IMP,0.136,TRADER,0.74,0.74,0.6852216128881315,74.0
פראוד,חטיפי חלבון,חטיפי דגנים וחלבון,29.645170307790657,0.55,0.12,0.28,0.62,UNK,0.136,,0.62,0.37550225426572825,0.6852216128881315,37.55022542657282
