yr,ctg,rev,n_named,bucket_pct,cr3
2022,סלט חומוס חלק,170.7,12,8.67,88.54
2022,תרד,11.02,19,18.7,53.09
2024,חלקי עוף טרי,1121.01,26,49.53,29.94
2024,חלבה,51.43,13,6.61,89.02
2025,תכשירי ניקוי שטיחים,11.18,5,1.59,88.81
2022,משקאות טקילה,2.04,3,,100.0
2024,ניקוי הפנים רגיל,1.16,3,,100.0
2024,עוף טרי ארוז,1756.16,28,41.5,42.47
2022,אפטרסאן,1.86,2,47.45,52.55
2024,שימורי פיטריות,58.7,15,16.37,74.39
2025,קרם פנים לגבר,0.67,1,,100.0
2023,שטיפות פה,64.9,14,6.59,61.25
2023,בייגלה,208.14,28,10.62,70.76
2023,תכשירים לגילוח,22.61,7,15.83,73.97
2023,משקאות תחליפי חלב מצונן,326.06,5,,99.87
2023,קוטג,583.1,4,,100.0
2023,תחליפי חלב וטופו,170.71,22,3.39,85.51
2023,לאבנה מעדניה,6.78,5,10.13,77.65
2023,ערק + אניס,142.64,20,2.33,91.92
2023,ניקוי אמבטיות,17.0,12,0.14,95.43
2023,ניקוי כללי,201.41,47,34.07,41.14
2023,סבון מוצק,35.97,14,1.06,84.58
2023,סלט חומוס מועשר / תוספות,134.75,7,3.92,95.43
2023,כוסברה,115.15,29,24.76,41.62
2023,פטרוזליה,98.44,29,32.93,38.55
2023,בשר טחון טרי,433.54,8,87.64,11.29
2023,דגים טריים ארוזים,24.04,3,48.68,51.32
2023,קופסאות שימורי בשר,2.64,9,12.87,59.82
2023,שימורי ירקות,212.89,27,11.57,81.15
2023,שימורי פירות וקוקטלים,62.2,33,23.68,53.19
2023,תה בתפזורת,2.18,4,0.63,98.19
2023,עוף קפוא,308.11,27,8.31,67.88
2024,מחיות לתינוק,49.62,4,6.92,93.02
2024,שום מצונן/בצל מטוגן,8.37,12,4.03,76.0
2024,חלקים ללא סיווג מופשר,9.51,2,57.16,42.84
2024,מסירי כתמים,125.95,8,17.53,79.1
2023,תה פרימיום,0.37,1,,100.0
2022,בשר טחון מופשר,47.17,6,75.74,23.15
2022,נתחים אחורי מופשר,28.1,1,66.08,33.92
2022,קטשופ,126.4,6,1.45,98.36
2022,טבלאות שוקולד חלב בודד,197.6,37,6.6,63.08
2022,חליטות פירות וצמחים,81.13,28,5.63,89.51
2022,תה פירות,1.03,10,,54.91
2022,אטריות,35.15,11,20.29,68.76
2022,בשר בקר קפוא,307.27,43,18.51,40.27
2022,בשר ועוף מעובד,81.66,14,20.73,57.61
2022,דג גלם בשקית,96.56,26,6.62,60.22
2022,דאודורנט לגברים,148.8,15,3.76,62.49
2024,תכשירי הגנה מהשמש לילדים,15.95,7,13.6,84.49
2026,כלים חד פעמים,381.48,112,37.75,41.03
2026,דגנים,371.97,40,5.66,88.49
2026,דאודורנט לגברים,101.57,14,9.69,63.66
2026,גבינות במרקם שמנת,66.51,4,,97.7
2026,מיכלי שמנת מתוקה,326.13,13,0.06,89.56
2026,תכשיר הגנה מהשמש לפנים,14.59,5,29.43,70.18
2026,סוכריות גלי,24.01,16,2.85,74.49
2026,סוכריות לעיסות,43.26,17,5.53,67.38
2026,תרד,8.04,16,33.45,47.11
2026,קצביה טרי ארוז,7.2,2,39.03,60.97
2026,חלקי פנים הודו טרי,2.4,3,65.83,34.17
2026,חלקי פנים עוף טרי,14.15,5,59.14,39.57
2026,ריבות/קונפיטורות,42.92,20,5.75,61.58
2026,טבלאות שוקולד מריר בודד,135.94,32,7.65,69.8
2026,שוקולד טבלאות מאגדת,148.62,5,0.48,91.11
2026,תה ירוק,49.64,21,19.23,71.45
2026,תכשירי ניקוי כלי כסף ונחושת,1.94,5,27.27,66.33
2024,פירות ים טריים,0.03,0,100.0,0.0
2022,בירה לבנה בחבית,0.35,2,,100.0
2026,סוכריות מרעננות,24.97,4,0.17,98.85
2024,בשר ועוף מעובד,106.6,17,26.8,56.92
2024,גלידות חבילות בית,321.56,11,0.4,87.36
2024,דג גלם בשקית,84.99,21,9.05,67.84
2024,עוגות אישיות,93.11,47,17.37,52.78
2025,דגנים מיוחדים,108.58,39,15.53,42.61
2025,הגיינה נשית,420.5,28,6.16,92.25
2025,מוצרים לטיפול בשיער,15.32,3,6.75,93.25
2025,פירות קפואים,79.43,21,20.51,63.23
2025,קרקרים,190.65,22,5.42,90.04
2025,אשל לבן שמנת,346.93,10,0.0,99.45
2025,מוצרלה טרייה,71.16,12,,93.12
2025,נקניקים יבשים,102.08,12,4.67,90.81
2025,תכשירי ניקוי רצפות,191.37,24,42.79,48.05
2025,סבון לגוף,291.99,15,10.74,78.64
2025,שום מצונן/בצל מטוגן,8.49,10,3.8,74.95
2025,קמח,377.99,76,37.39,26.6
2025,טרגון,1.7,2,,100.0
2025,סלק עלים,20.27,15,19.89,53.79
2025,שמיר,34.8,25,27.6,37.88
2025,חלבה,53.34,14,6.78,89.8
2025,שמן זית,386.7,44,45.42,25.26
2025,חומרים לכביסה,668.72,24,12.89,75.98
2025,מרכך כביסה,373.89,16,10.45,79.03
2025,מיץ 100% ירק,5.6,5,3.19,91.74
2025,חרוסת,2.01,7,,83.05
2025,תכשירי הגנה מהשמש לילדים,17.27,5,17.04,79.73
2022,חמוצים טריים,2.6,5,9.69,84.83
2022,מוצרי אקונומיקה,122.58,17,18.32,79.32
2022,שום מצונן/בצל מטוגן,7.85,14,3.38,71.61
2025,מוצרי אקונומיקה,112.15,10,25.03,72.08
2022,נקניקיות מן הצומח,41.91,6,,99.13
2024,תכשיר הגנה מהשמש לפנים,20.7,7,28.38,69.36
2024,קפה נמס,476.01,12,1.83,93.57
2024,נתחים קדמי טרי,969.22,28,74.77,18.31
2024,חליטות פירות וצמחים,90.01,28,10.46,84.95
2025,בעלי כנף טריים,1.22,0,100.0,0.0
2023,מברשות שיניים,159.73,29,11.28,62.69
2023,שמפו לגבר,4.01,5,,94.46
2023,תבלינים ורטבים קפואים,39.46,9,18.66,79.07
2023,לחם מפוקח ארוז,188.8,6,19.89,69.98
2023,עוגיות בייסיק,400.11,128,14.71,30.15
2023,מוצרי בצק טרי,28.84,4,,99.84
2023,מים בבקבוק,611.34,20,0.44,98.53
2023,משקאות חמוציות,13.66,7,0.08,95.74
2023,סלט חצילים,84.23,13,13.91,79.78
2023,סלטים מזרחיים,41.39,9,3.26,90.81
2023,בשר כבש טרי,53.56,9,46.78,44.56
2023,הודו קפוא,19.6,14,8.15,60.77
2023,דג במגש/קרטונית,3.89,7,,84.1
2023,פירות ים קפואים,46.97,10,42.44,49.25
2024,מסטיקים ללא סוכר,268.59,5,0.71,99.15
2024,גבינות רכות מעדניה,22.91,9,28.18,56.89
2024,מים מוגזים,44.18,4,1.83,97.99
2024,לקקנים,26.83,23,10.65,76.2
2024,חלקי פנים הודו טרי,3.2,3,70.67,29.33
2024,תה בריאות,1.89,1,,100.0
2024,תה ירוק,90.28,23,23.83,68.76
2024,חיתולים,696.42,5,8.66,91.34
2022,נתחים אחורי טרי,111.27,16,60.91,29.06
2022,חלקי עוף טרי,1018.08,26,44.46,32.12
2022,שימורי מלפפונים,182.71,40,16.16,66.72
2022,חומרים לכביסה,499.18,23,5.13,85.26
2022,דגנים מיוחדים,98.6,40,15.22,53.77
2022,משחות שיניים,353.12,19,2.49,86.16
2022,שמפו,240.41,20,1.81,77.17
2026,הגיינה נשית,244.1,27,5.93,92.12
2026,חטיפים,1135.19,69,2.94,88.61
2026,שמפו+מרכך,5.04,4,14.71,83.53
2026,ניקוי הפנים רגיל,0.92,3,,100.0
2026,פירות קפואים,51.2,19,20.82,63.68
2026,לחמניות ארוזות,191.96,39,8.3,56.91
2026,גבינות מיוחדות מדף,294.44,30,10.96,70.09
2026,קציצות מן הצומח,21.7,10,3.29,72.11
2026,קמח,229.86,75,35.29,25.89
2026,שום מצונן/בצל מטוגן,5.14,11,3.1,75.77
2026,רוקט,4.05,4,41.46,50.13
2026,ממרחים שאינם מתוקים,16.11,21,15.15,53.58
2026,חומרים למדיח,119.65,12,4.88,91.59
2026,חומרים לכביסה,409.68,25,16.9,74.13
2026,מסירי כתמים,77.46,7,32.34,65.68
2024,תה אדום,0.01,1,,100.0
2026,חלקים ללא סיווג מופשר,5.82,2,36.17,63.83
2024,בעלי כנף קפואים,6.37,4,1.38,90.4
2024,מברשות שיניים,168.17,27,11.12,60.87
2024,שמפו/מרכך לילדים,35.21,6,13.11,79.91
2024,יין לבן,152.02,27,0.42,69.87
2024,סכיני/מכשיר גילוח נשים,43.24,4,18.15,81.82
2024,גבינות מלוחות מדף,430.66,19,2.7,85.64
2024,גבינת לאבנה,85.46,15,1.37,83.15
2025,פסטה,331.62,51,18.02,63.41
2025,דאודורנט נשים,186.02,16,3.15,82.82
2025,היגיינת מבוגרים,121.5,9,27.93,68.27
2025,בייגלה,219.42,29,9.73,74.22
2025,יינות מתוקים,36.03,10,3.34,82.72
2025,פיתות ארוזות,560.42,67,14.75,38.92
2025,משקאות תחליפי חלב עמיד,112.05,15,10.34,83.73
2025,דג מעושן כבוש ארוז,171.76,22,3.14,74.06
2025,ניקוי אמבטיות,24.03,10,0.18,96.07
2025,ניקוי כללי,220.19,42,38.97,40.93
2025,סוכריות מרשמלו,34.97,14,10.87,79.86
2025,סלט חומוס מועשר / תוספות,136.8,6,4.01,94.82
2025,הודו טרי ארוז,64.59,12,28.01,63.94
2025,כוסברה,134.05,25,31.31,40.8
2025,עולש,3.85,4,12.13,87.38
2025,פיצוחים,336.6,60,24.94,46.84
2025,שימורי ירקות,232.3,41,11.48,71.34
2025,שימורי ירקות כבושים,33.4,28,7.04,57.92
2025,תבלינים בשקית,68.81,15,15.06,74.25
2025,תה בתפזורת,1.86,1,5.49,94.51
2025,תה שחור בטעמים,32.36,16,3.74,74.96
2022,מעדנים,569.67,8,0.22,96.91
2022,נקניקיות מצוננות,211.57,13,7.49,85.04
2022,לאבנה מעדניה,6.21,5,10.09,74.45
2022,סלטים וממרחים טבעוניים,2.11,1,,100.0
2022,פטרוזליה,101.59,28,27.08,36.25
2025,לחם חשוף,67.37,9,18.24,77.79
2024,מיונז,259.31,25,4.86,82.01
2023,גבינות במרקם שמנת,93.9,5,,93.91
2023,חמאה,363.23,19,7.14,79.89
2023,משקאות חלב,420.33,8,0.09,99.38
2023,חטיפים מן הצומח,42.52,8,9.65,84.38
2023,נקניקים מן הצומח,4.0,2,,100.0
2023,משקאות וודקה,157.83,19,41.49,38.89
2023,משקאות קלים,371.42,34,0.57,93.53
2023,ממרחים מצוננים,84.23,35,7.88,60.91
2023,סלט חומוס חלק,180.23,11,10.53,87.01
2023,בשר טחון מופשר,26.61,5,62.94,36.6
2023,קטשופ,134.52,6,0.15,99.57
2023,ריבות/קונפיטורות,80.8,27,10.98,53.81
2023,שוקולד טבלאות מאגדת,166.99,11,17.95,67.72
2023,חליטות פירות וצמחים,79.78,28,9.84,86.3
2023,חיתולים,676.18,5,11.99,88.01
2023,בשר בקר קפוא,293.72,45,20.88,38.11
2023,גלידות חבילות בית,295.6,11,2.24,85.39
2023,דג גלם בשקית,86.47,20,4.67,70.74
2024,מוצרי בצק טרי,47.49,3,,100.0
2024,בשר כבש טרי,55.53,10,41.4,48.8
2024,חומץ/מיץ לימון,98.12,38,7.36,73.57
2024,שימורי טונה,695.19,26,13.35,59.82
2024,קוסקוס,65.75,17,10.02,75.52
2023,תכשירי טיפול לעובש ולחות,6.85,3,3.15,96.85
2023,סוכריות מרעננות,21.14,4,,92.02
2024,משקה מוגז עדין בטעמים,37.85,1,,100.0
2022,שימורי זיתים שחורים,31.18,19,11.05,62.57
2022,בירה לבנה באריזה,303.29,17,0.16,92.82
2022,עוף קפוא,310.7,33,8.01,69.94
2022,בייגלה,192.71,34,8.19,71.56
2022,ירקות קפואים,629.27,39,28.91,55.24
2022,סכיני/מכשיר גילוח גברים,61.66,6,6.42,92.82
2022,תכשירים לגילוח,21.44,7,12.72,77.35
2026,משקאות תחליפי חלב מצונן,212.07,5,,99.49
2026,תחליפי חלב אם חלבי,329.39,3,,100.0
2026,מים מועשרים,88.56,5,0.65,98.27
2026,ניקוי כללי,136.98,40,41.27,39.2
2026,כוסברה,82.02,25,32.29,37.33
2026,קורנית,3.04,5,55.57,37.92
2026,בשר טחון טרי,340.27,8,83.37,14.13
2026,דגי פילה טריים,172.53,7,42.34,56.52
2026,טבלאות שוקולד לבן בודד,50.83,15,5.12,85.33
2026,קופסאות שימורי בשר,1.31,5,23.35,66.05
2026,שימורי ירקות,150.91,37,17.67,63.91
2026,שימורי ירקות כבושים,19.61,26,6.88,58.19
2026,תה שחור בטעמים,18.71,16,3.39,75.65
2023,שיבה,0.42,4,33.82,61.19
2024,חלקי עוף/הודו מתובל טרי ארוז,3.12,0,100.0,0.0
2024,רוזמרין,3.15,4,62.37,35.37
2026,תחליפי חלב אם צמחי,14.6,2,,100.0
2024,היגיינת מבוגרים,110.67,9,28.12,66.69
2024,יינות מתוקים,38.63,12,4.18,80.89
2024,פיתות ארוזות,514.74,66,18.42,31.84
2024,תכשירים לגילוח,21.5,6,21.26,70.77
2024,משקאות תחליפי חלב מצונן,351.71,4,,99.98
2024,משקאות תחליפי חלב עמיד,108.02,15,9.99,86.23
2024,סוכריות מרשמלו,27.45,14,13.29,76.94
2024,טבלאות שוקולד לבן בודד,62.1,22,7.27,80.44
2025,בירה לבנה בודד,264.59,37,1.22,68.27
2025,דג במגש/קרטונית,4.65,6,,75.83
2025,פירות ים קפואים,47.91,9,46.34,42.43
2025,מרכך שיער,133.53,18,6.06,72.29
2025,יינות תירוש,193.73,13,38.29,47.5
2025,עוגיות בייסיק,411.78,109,15.48,29.53
2025,מוצרי אפטר שייב,4.64,4,14.35,85.14
2025,גבינות מלוחות מדף,452.2,18,1.48,85.12
2025,גבינת לאבנה,91.37,16,0.46,77.14
2025,נייר טואלט,748.32,26,34.72,57.48
2025,תכשירי הגנה מהשמש למבוגרים,36.55,9,26.25,68.72
2025,גבינות מיוחדות במשקל,255.41,17,11.68,62.11
2025,סלטי ירקות,117.4,20,8.02,73.4
2025,חטיפי דגנים לילדים,59.85,6,0.76,98.45
2022,גבינות שמנת,191.78,11,2.41,85.15
2022,מרגרינה,60.68,6,,99.35
2022,תה קר,150.3,8,,98.49
2022,סוכריות אחרות,13.54,16,14.55,72.39
2022,חסה,216.19,48,24.99,33.53
2024,בירה לבנה באריזה,377.47,13,2.42,93.04
2024,פתי בר,147.69,18,26.68,66.56
2024,ניקוי כללי,214.58,44,31.23,45.13
2024,שימורי ירקות כבושים,33.26,27,9.91,52.72
2024,תה בתפזורת,2.13,4,4.4,93.26
2025,הודו קפוא,24.53,11,6.75,64.22
2025,בעלי כנף קפואים,5.27,4,2.05,92.76
2024,סלרי עלים,92.91,32,15.3,50.5
2024,בשר טחון טרי,504.39,8,87.5,11.1
2022,חזה בגריל צמחוני,6.37,1,,100.0
2023,חטיפי דגנים ופירות למבוגרים,172.15,23,7.16,69.99
2023,שמפו,261.37,20,2.32,75.57
2023,פירות קפואים,71.65,21,23.23,52.82
2023,בצקים קפואים,124.2,37,15.81,64.47
2023,סכיני גילוח חד פעמי,29.89,8,27.62,63.3
2023,גבינות מיוחדות מדף,368.06,33,7.86,71.03
2023,חמוצים טריים,3.35,6,5.51,75.25
2023,סבון לגוף,259.86,20,7.39,77.85
2023,סלט טחינה,47.84,11,6.84,84.87
2023,נתחים אחורי טרי,122.16,13,68.67,22.71
2023,חלקי הודו טרי,90.98,14,46.3,42.94
2023,מרכך כביסה,385.41,20,9.74,81.23
2023,דגנים מיוחדים,99.92,41,17.61,50.92
2023,תכשירי הגנה מהשמש לתינוקות,2.22,2,14.92,85.08
2024,נקניקיות מצוננות,254.23,12,6.44,84.59
2024,תחליפי חלב אם חלבי,542.61,3,,100.0
2024,סבון מוצק,34.28,8,0.87,83.02
2024,הודו טרי ארוז,70.13,12,26.49,63.06
2024,פטרוזליה,110.72,29,36.41,39.79
2024,תחליף קפה,1.7,4,,97.11
2024,שמנים רגילים,583.38,62,38.81,39.02
2024,עולש,3.87,4,23.05,76.59
2024,תה פרימיום,0.39,1,,100.0
2022,טחינה גולמית,176.9,25,12.79,72.64
2022,שימורי עגבניות,323.22,33,11.72,64.19
2022,תבלינים במיכל,122.95,31,11.6,56.08
2022,בירה לבנה בקבוק חוזר,102.45,2,,100.0
2022,מברשות שיניים,152.07,29,9.8,59.45
2022,קרם פנים,14.28,12,,87.41
2022,תבלינים ורטבים קפואים,39.88,6,18.07,80.85
2022,לחם מפוקח ארוז,179.7,6,18.09,72.63
2022,וופלים,276.83,54,12.93,47.87
2022,סכיני/מכשיר גילוח נשים,29.96,3,12.53,87.47
2022,גבינות מותכות מדף,51.04,12,,80.29
2026,הודו קפוא,16.7,11,6.21,65.2
2026,חטיפי דגנים לילדים,36.48,7,0.43,98.06
2026,מרכך שיער,79.99,18,9.38,66.86
2026,שמפו/מרכך לילדים,18.95,5,17.45,74.82
2026,תבלינים ורטבים קפואים,23.02,6,11.14,86.85
2026,לחם ארוז מיוחד,357.98,59,5.17,67.3
2026,לחם מפוקח ארוז,99.33,6,12.5,78.74
2026,גבינות מותכות מדף,34.12,12,0.72,67.15
2026,חלב,1072.07,10,0.92,89.87
2026,תכשירי הגנה מהשמש למבוגרים,27.12,7,28.69,68.61
2026,מוצרי בצק טרי,34.1,3,2.15,97.85
2026,סלטים מזרחיים,24.82,8,5.19,90.23
2026,חלקי עוף/הודו מתובל טרי ארוז,1.81,0,100.0,0.0
2026,בצל ירוק,40.36,25,20.84,41.91
2026,טחינה גולמית,109.01,16,10.32,76.03
2026,מיונז,180.6,29,7.81,81.77
2026,שימורי עגבניות,258.93,32,15.75,66.58
2026,בעלי כנף קפואים,2.48,4,,97.44
2023,ניקוי הפנים רגיל,0.26,2,,100.0
2023,מרק קפוא,5.79,1,,100.0
2024,הגיינה נשית,399.63,31,7.61,90.93
2024,משחות שיניים,382.77,18,2.28,89.2
2024,פירות קפואים,79.36,21,21.26,65.57
2024,נקניקים יבשים,93.21,8,6.95,85.69
2024,גבינות שמנת במשקל,26.99,7,6.78,86.69
2024,שמיר,35.69,23,24.93,38.99
2024,סילאן,48.98,19,27.35,42.81
2024,חומרים לכביסה,611.67,23,9.62,79.66
2025,קטניות,203.58,29,23.73,62.97
2025,מוצרי בשר על האש,371.2,37,13.04,68.58
2025,יין רוזה,42.35,17,7.2,49.2
2025,גבינות במרקם שמנת,99.31,5,,98.19
2025,גבינות מלוחות במשקל,223.1,17,2.87,73.36
2025,גבינות צהובות במשקל,535.62,7,4.78,92.81
2025,משקה קולה רגיל,538.89,13,0.12,99.62
2025,תכשירים לפתיחת סתימות,12.08,3,22.63,77.37
2025,ממרחים מצוננים,94.34,35,7.5,60.23
2025,עלי בייבי,8.57,8,58.12,27.18
2025,שיבה,0.55,5,30.07,58.6
2022,יוגורט,1056.51,26,0.59,94.21
2022,משקאות חלב,358.95,7,0.24,99.51
2022,משקאות מוגזים טעמי פירות,136.47,18,0.06,98.68
2022,משקה קולה רגיל,532.16,11,0.55,98.82
2022,תכשירי ניקוי כלי כסף ונחושת,3.31,5,5.61,86.1
2022,סוכריות גלי,30.04,17,1.47,75.07
2022,ממרחים מצוננים,81.17,38,6.4,61.99
2022,נענע,28.62,20,13.86,40.29
2024,מוצרים לטיפול בשיער,15.59,3,12.62,87.38
2025,תכשירי טיפול לעובש ולחות,9.44,4,6.73,84.29
2025,עישבי תיבול אחרים,0.42,1,,100.0
2022,תכשיר הגנה מהשמש לפנים,16.02,5,20.86,77.59
2024,מרק קפוא,5.82,1,,100.0
2025,נקניקים מן הצומח,1.2,1,,100.0
2022,שיבה,0.35,3,41.85,58.15
2022,קפה אספרסו,185.06,24,7.1,67.25
2022,עישבי תיבול אחרים,0.19,1,,100.0
2023,קרם עיניים,1.82,3,,100.0
2023,לחם חשוף,73.74,9,15.26,80.33
2023,בורקס,127.12,13,16.91,72.88
2023,דג מעושן כבוש ארוז,139.46,28,1.96,72.52
2023,מזון תינוקות/ילדים אחר,46.3,16,37.97,45.51
2023,מיץ 100% פרי,20.8,25,23.7,39.1
2023,נקטר,37.89,11,2.72,81.81
2023,סלטים וממרחים טבעוניים,1.41,1,,100.0
2023,אורגנו,0.45,4,34.56,64.92
2023,פיצוחים,293.88,60,27.78,46.14
2023,תבלינים בשקית,58.81,19,22.47,66.15
2023,תה שחור בטעמים,35.8,19,5.82,73.62
2023,תה שחור טהור,33.69,18,3.87,92.24
2023,אביזרי טיפול לתינוק,4.13,10,8.79,54.43
2023,כבש קפוא,21.01,8,6.65,70.11
2024,מגבות נייר,377.53,10,38.17,60.81
2024,חמוצים טריים,3.49,5,7.75,77.18
2024,תכשירי ניקוי רצפות,177.69,21,37.14,53.43
2024,סבון לגוף,273.8,15,8.0,80.11
2024,נתחים אחורי טרי,133.56,14,63.04,26.07
2024,חלקי הודו טרי,96.29,12,44.43,44.24
2023,עולש,3.86,3,28.99,71.01
2024,משחות ניקוי כלים,1.35,4,,87.3
2022,קפה טורקי,313.52,10,4.77,89.55
2022,חלקי פנים עוף טרי,24.37,6,64.23,33.77
2022,ריבות/קונפיטורות,77.18,26,6.57,53.86
2022,טבלאות שוקולד מריר בודד,160.67,41,11.39,54.9
2022,כלים חד פעמים,695.79,128,27.72,41.73
2022,חטיפים מתוקים,540.07,51,0.63,70.1
2022,יין רוזה,24.47,15,0.25,57.44
2022,חטיפים אפויים,88.53,34,13.48,75.54
2026,דג גלם בשקית,36.92,16,5.33,78.61
2026,מצות,73.88,23,1.44,79.58
2026,תחליפי לחם,271.22,70,18.4,44.35
2026,משקאות חלב,399.67,7,,97.41
2026,אפטרסאן,1.63,3,34.72,65.28
2026,מסטיקים ללא סוכר,157.87,5,0.53,99.44
2026,משקאות ברנדי/קוניאק,9.22,12,,52.38
2026,משקאות טקילה,11.07,4,32.02,63.99
2026,משקה חליטת צמחים,0.51,1,,100.0
2026,משקה קולה רגיל,296.57,12,0.52,99.13
2026,סלרי ראש,3.82,9,4.86,78.91
2026,עירית,2.88,6,38.31,44.99
2026,קפה אספרסו,143.93,20,10.47,73.29
2026,קפה טורקי,208.06,8,5.92,91.4
2026,נתחים אחורי מופשר,21.91,1,71.66,28.34
2026,חליטות פירות וצמחים,57.03,26,7.99,86.11
2026,חיתולים,441.35,3,5.79,94.21
2026,שניצל  מן הצומח,80.91,6,3.11,96.57
2023,תחליפי חלב אם חלבי,571.86,3,,100.0
2024,טרגון,1.78,2,,100.0
2026,מסטיקים עם סוכר,4.4,6,0.57,99.27
2024,יין רוזה,35.77,17,0.06,61.47
2024,עוגיות פרימיום,578.42,58,0.81,68.76
2025,פופ קורן למיקרו,54.5,7,16.73,81.22
2025,לחמניות ארוזות,290.71,43,8.45,56.38
2025,בצקים קפואים,130.47,36,19.09,59.75
2025,גבינות לבנות,535.7,11,0.05,98.54
2025,גבינות צהובות מדף,950.6,11,14.79,81.4
2025,מעדני חלב לפעוטות,110.62,3,,100.0
2025,קציצות מן הצומח,42.88,10,3.45,71.88
2025,חמוצים טריים,4.29,5,8.52,75.06
2025,רוקט,5.04,5,44.79,48.76
2025,סילאן,53.52,21,29.56,39.7
2025,שימורי פיטריות,52.79,14,16.48,75.96
2025,מסירי כתמים,128.05,7,23.82,73.42
2022,מוצרלה טרייה,36.65,7,6.42,89.25
2022,קמח,321.64,82,26.6,29.45
2024,חטיפים מתוקים,753.09,45,0.29,80.38
2024,מצות,78.21,28,1.23,86.46
2024,סוכריות גומי,93.38,35,12.57,62.96
2024,סוכריות לעיסות,60.22,21,4.68,65.81
2025,קצפות,10.41,2,,100.0
2025,משחות ניקוי כלים,1.22,4,,94.51
2022,מעדני חלב לפעוטות,92.62,2,,100.0
2022,גבינות שמנת במשקל,24.66,6,8.84,87.12
2022,חמאה מעדניה,2.73,3,,100.0
2022,טרגון,1.71,2,1.45,98.55
2024,קצביה טרי ארוז,6.61,2,36.65,63.35
2024,טבלאות שוקולד מריר בודד,170.98,42,12.12,64.97
2023,חטיפי דגנים לילדים,47.67,6,0.76,98.4
2023,יין לבן,145.16,25,0.55,69.74
2023,גבינות מלוחות מדף,396.77,18,1.69,86.69
2023,דייסות,21.82,3,1.65,98.35
2023,מיץ טבעי סחוט מקורר,200.95,6,0.0,99.66
2023,תה קר,137.24,9,0.01,98.46
2023,תכשירים לניקוי חלונות,30.15,13,22.19,64.02
2023,סבון נוזלי לידיים/משאבה,89.73,23,26.04,47.07
2023,סלטי ירקות,111.12,22,7.95,70.94
2023,חסה,245.55,47,28.4,33.44
2023,טחינה גולמית,188.19,20,13.9,73.41
2023,בירה לבנה בודד,219.06,52,1.25,62.8
2024,ניקוי אסלות,110.3,18,10.91,73.8
2024,סוכריות גלי,42.92,18,1.09,70.75
2024,נענע,31.72,16,24.04,46.66
2024,שיבה,0.51,5,32.8,58.68
2024,בשר טחון מופשר,21.3,3,60.18,39.82
2024,נוזל כלים,188.86,22,14.08,73.15
2023,שמפו/מרכך לילדים,34.9,7,13.11,79.68
2023,תערובות לסלט,1.4,3,,100.0
2022,חלבה,51.09,12,5.78,87.91
2022,ממרחים שאינם מתוקים,26.63,28,11.24,66.88
2022,הגיינה נשית,367.75,37,8.46,87.89
2022,חטיפים,1468.49,71,1.78,88.09
2022,עוגות מדף ארוזות,128.52,50,5.79,74.22
2022,אשל לבן שמנת,278.64,12,,97.96
2022,מרק קפוא,5.65,1,,100.0
2026,מוצרים לטיפול בשיער,10.15,4,4.09,95.81
2026,קרקרים,114.28,22,4.4,90.61
2026,מגבות נייר,261.52,10,37.25,61.87
2026,תכשירי הגנה מהשמש לילדים,11.25,5,11.83,85.01
2026,נקניקיות מן הצומח,17.34,4,,99.91
2026,תכשירי ניקוי רצפות,117.2,22,43.7,48.27
2026,סבון לגוף,164.53,16,10.48,78.18
2026,סלק עלים,11.19,12,15.56,57.71
2026,שמיר,20.83,24,29.36,36.66
2026,חלקי הודו טרי,57.17,10,46.56,42.58
2026,חלקי עוף טרי,703.34,27,49.47,30.9
2026,חרדל,28.21,20,12.92,73.63
2026,שימורי דגים,73.06,49,7.59,34.08
2022,חרוסת,1.87,10,7.82,60.7
2024,אפטרסאן,1.58,2,49.53,50.47
2024,עישבי תיבול אחרים,0.47,1,,100.0
2024,נקניקים מן הצומח,3.26,2,,100.0
2026,קצפות,5.73,2,,100.0
2026,בעלי כנף טריים,0.79,0,100.0,0.0
2024,דג במגש/קרטונית,7.01,7,,76.17
2024,פירות ים קפואים,46.22,10,39.34,45.54
2024,מרכך שיער,130.35,16,1.62,77.38
2024,לחם מפוקח ארוז,185.43,6,17.18,74.5
2024,עוגיות בייסיק,409.13,125,14.74,31.0
2024,מוצרי אפטר שייב,5.16,4,13.76,83.24
2024,בצל ירוק,65.25,25,25.41,43.27
2025,אביזרי טיפול לתינוק,4.11,11,12.63,48.9
2025,דגים קפואים בואקום,1032.24,40,31.9,38.38
2025,בורקס,124.09,10,23.61,67.28
2025,תכשירים לגילוח,20.95,6,19.74,66.75
2025,משקאות תחליפי חלב מצונן,354.1,3,,100.0
2025,ערק + אניס,185.23,16,1.34,91.05
2025,נקטר,36.26,10,10.42,77.44
2025,קורנית,4.81,5,51.23,43.29
2025,דגי פילה טריים,307.1,8,44.61,54.06
2025,דגים טריים סטנדרט,45.79,7,38.48,54.08
2025,טבלאות שוקולד לבן בודד,66.18,22,4.82,85.77
2025,שמנים רגילים,575.28,59,40.69,39.31
2025,אורגנו,1.37,4,45.25,49.02
2022,דג מעושן כבוש ארוז,132.02,28,1.79,70.18
2022,מיץ 100% פרי,26.21,20,12.32,57.31
2022,נקטר,46.02,13,0.93,86.0
2022,ניקוי כללי,188.07,42,29.06,41.22
2022,סלט חומוס מועשר / תוספות,130.85,6,3.81,95.71
